Image Name,Description,Categories,label
broken-arc(crop)1-75.jpg,"4. The inspection image of the steel pipe weld exposes several defects, including the presence of a broken-arc. A broken-arc defect is characterized by the interruption of the welding arc during the welding process, causing discontinuities in the weld and diminishing the joint's durability.","steel pipe, broken arc",401
broken-arc(crop)1-76.jpg,"5. This image depicting the inspection of steel pipe welds displays defects, notably the presence of a broken-arc. When a broken-arc occurs during the welding process, it leads to interruptions in the welding arc, causing inconsistencies in the weld and weakening the joint.","steel pipe, broken arc",401
broken-arc(crop)1-77.jpg,"1. The inspection image of the steel pipe weld reveals defects, such as the broken-arc. The broken-arc defect arises from interruptions in the welding arc, leading to discontinuities in the weld and compromising the joint's strength.","steel pipe, broken arc",401
broken-arc(crop)1-78.jpg,"2. In the image showcasing the inspection of the steel pipe weld, various defects are evident, among them the broken-arc. This flaw materializes when the welding arc is disrupted, causing inconsistencies in the weld and undermining the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)1-79.jpg,"3. Defects, including the broken-arc, are visible in the inspection image of the steel pipe weld. The broken-arc defect occurs when the welding arc is disturbed, creating gaps in the weld and reducing the joint's durability.","steel pipe, broken arc",401
broken-arc(crop)1-80.jpg,"4. The steel pipe weld inspection image highlights defects, one of which is the broken-arc. This particular flaw occurs when the welding arc experiences interruptions, leading to irregularities in the weld and weakening the joint's structure.","steel pipe, broken arc",401
broken-arc(crop)1-81.jpg,"5. The inspection image of the steel pipe weld displays defects, notably the broken-arc. This type of defect emerges when the welding arc is disrupted during the welding process, causing breaks in the weld and compromising the joint's strength.","steel pipe, broken arc",401
broken-arc(crop)1-82.jpg,"1. The inspection image of this steel pipe weld reveals flaws such as broken-arc, which happens when the welding arc is disrupted, causing interruptions in the weld and reducing the strength of the connection.","steel pipe, broken arc",401
broken-arc(crop)2-000.jpg,"2. In the image, defects in the steel pipe weld, like broken-arc, are visible. This type of defect arises when the welding arc is suddenly cut off during the welding procedure, leading to gaps in the weld and compromising the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-001.jpg,"3. Within the steel pipe weld inspection image, one can observe defects like broken-arc, a flaw that emerges when the welding arc is unexpectedly interrupted while welding, resulting in irregularities in the weld and diminishing the durability of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-002.jpg,"4. The image depicting the inspection of the steel pipe weld displays various defects, including broken-arc. This particular flaw occurs when the welding arc is disturbed, causing breaks in the weld and reducing the strength of the connection.","steel pipe, broken arc",401
broken-arc(crop)2-003.jpg,"5. Shown in the inspection image of the steel pipe weld are defects such as broken-arc. This type of imperfection occurs when the welding arc is disrupted during the welding process, causing breaks in the weld and weakening the joint.","steel pipe, broken arc",401
broken-arc(crop)2-004.jpg,"1. The inspection image of the steel pipe weld reveals defects, such as broken-arc. Broken-arc refers to a situation where the welding arc is unexpectedly interrupted, causing imperfections in the weld and reducing the strength of the connection.","steel pipe, broken arc",401
broken-arc(crop)2-005.jpg,"2. Within this image of a steel pipe weld inspection, one can observe flaws like broken-arc. Broken-arc happens when there is an interruption in the welding arc, leading to inconsistencies in the weld and a decrease in joint integrity.","steel pipe, broken arc",401
broken-arc(crop)2-006.jpg,"3. When examining the weld on this steel pipe, defects like broken-arc are evident. This issue arises when the welding arc is disturbed, causing irregularities in the weld and compromising the strength of the bond.","steel pipe, broken arc",401
broken-arc(crop)2-007.jpg,"4. In this image capturing the inspection of a steel pipe weld, flaws such as broken-arc are visible. Broken-arc occurs when the welding arc is disrupted during the welding process, resulting in inconsistencies in the weld and a weakening of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-008.jpg,"5. The inspection image of this steel pipe weld displays defects, including broken-arc. Broken-arc is a defect that occurs when the welding arc is interrupted, causing interruptions in the weld and reducing the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-009.jpg,"1. The inspection image of the welded steel pipe reveals defects such as broken arcs, which are caused by interruptions in the welding arc during the welding process, leading to discontinuities in the weld and compromising the joint's strength.","steel pipe, broken arc",401
broken-arc(crop)2-010.jpg,"2. Within this image capturing the inspection of a steel pipe weld, one can observe defects like broken arcs. This type of flaw arises from interruptions in the welding arc, causing inconsistencies in the weld and undermining the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-011.jpg,"3. In the image depicting the inspection of a welded steel pipe, various defects are evident, including broken arcs. These defects occur when the welding arc is disrupted during the welding process, resulting in irregularities in the weld and diminishing the joint's durability.","steel pipe, broken arc",401
broken-arc(crop)2-012.jpg,"4. The inspection image of the steel pipe weld displays defects such as broken arcs. Broken arcs refer to interruptions in the welding arc during the welding process, leading to discontinuities in the weld that weaken the joint.","steel pipe, broken arc",401
broken-arc(crop)2-013.jpg,"5. The image illustrating the inspection of a steel pipe weld showcases defects like broken arcs. Broken arcs occur when the welding arc is disrupted during welding, causing inconsistencies in the weld and reducing the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-014.jpg,"1. The inspection image of this steel pipe weld reveals flaws such as broken-arc, which happens when the welding arc is interrupted, causing gaps in the weld and compromising the joint's strength.","steel pipe, broken arc",401
broken-arc(crop)2-015.jpg,"2. Defects observed in this steel pipe weld inspection image consist of broken-arc, a flaw that arises from interruptions in the welding arc, leading to discontinuities in the weld and a reduction in joint integrity.","steel pipe, broken arc",401
broken-arc(crop)2-016.jpg,"3. Within the image depicting the inspection of this steel pipe weld, defects are visible, notably the presence of broken-arc. This particular defect occurs when the welding arc is disrupted, resulting in inconsistencies in the weld and a decrease in joint stability.","steel pipe, broken arc",401
broken-arc(crop)2-017.jpg,"4. The inspection image showcasing the weld on this steel pipe uncovers various defects, one of which is the occurrence of broken-arc. Broken-arc arises when the welding arc is disturbed, causing interruptions in the weld and compromising the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-018.jpg,"5. In the steel pipe weld inspection image, defects are evident, with broken-arc being a notable issue. This defect manifests when the welding arc is disrupted, leading to irregularities in the weld and a decrease in the joint's durability.","steel pipe, broken arc",401
broken-arc(crop)2-019.jpg,"1. The inspection image of this steel pipe weld reveals defects such as broken-arc, a result of interruptions in the welding arc during the welding process, causing discontinuities in the weld and reducing the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-020.jpg,"2. Shown in this image of steel pipe weld inspection are defects like broken-arc. This issue arises when the welding arc is disrupted while welding, creating gaps in the weld and compromising the strength of the connection.","steel pipe, broken arc",401
broken-arc(crop)2-021.jpg,"3. In the image capturing the inspection of this steel pipe weld, defects are identified, including broken-arc. This particular flaw arises from interruptions in the welding arc during the welding process, leading to inconsistencies in the weld and a decrease in joint integrity.","steel pipe, broken arc",401
broken-arc(crop)2-022.jpg,"4. The inspection image of this steel pipe weld displays various defects, one of which is the broken-arc. This type of flaw occurs when the welding arc is disturbed during the welding process, causing breaks in the weld and weakening the joint.","steel pipe, broken arc",401
broken-arc(crop)2-023.jpg,"5. Within the image depicting the inspection of this steel pipe weld, defects are visible, notably the broken-arc. This defect manifests when the welding arc is disturbed during the welding process, resulting in gaps in the weld and a decrease in joint strength.","steel pipe, broken arc",401
broken-arc(crop)2-024.jpg,"1. The image of this steel pipe weld inspection reveals flaws such as broken-arc, which is caused by interruptions in the welding arc during the welding process, leading to inconsistencies in the weld and compromising the joint's strength.","steel pipe, broken arc",401
broken-arc(crop)2-025.jpg,"2. Defects, such as broken-arc, are evident in this image from the steel pipe weld inspection. Broken-arc occurs when the welding arc is disturbed during welding, causing irregularities in the weld and reducing the joint's integrity.","steel pipe, broken arc",401
broken-arc(crop)2-026.jpg,"3. In the steel pipe weld inspection image, one can observe defects like broken-arc, a result of interruptions in the welding arc that create inconsistencies in the weld and undermine the joint's durability.","steel pipe, broken arc",401
broken-arc(crop)2-027.jpg,"4. The inspection image of this steel pipe weld exposes defects, including broken-arc, a flaw caused by disruptions in the welding arc during the welding process, leading to discontinuities in the weld and weakening the joint's structure.","steel pipe, broken arc",401
broken-arc(crop)2-028.jpg,"5. This image from the steel pipe weld inspection illustrates defects, broken-arc being one of them, which arises when the welding arc is disturbed during the welding process, causing irregularities in the weld and compromising the joint's strength.","steel pipe, broken arc",401
broken-arc(crop)2-029.jpg,"1. The inspection image of this steel pipe weld reveals flaws such as a broken-arc. A broken-arc defect happens when the welding arc is unexpectedly halted, causing inconsistencies in the weld and compromising the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-030.jpg,"2. Shown in the inspection picture of this steel pipe weld are defects like a broken-arc. When a broken-arc defect arises, it signifies an interruption in the welding arc, leading to irregularities in the weld and a reduction in joint integrity.","steel pipe, broken arc",401
broken-arc(crop)2-031.jpg,"3. The image depicting the inspection of this steel pipe weld displays defects, one of which is a broken-arc. The occurrence of a broken-arc defect is attributed to the interruption of the welding arc during the welding process, resulting in discontinuities in the weld and a decrease in joint durability.","steel pipe, broken arc",401
broken-arc(crop)2-032.jpg,"4. The defects captured in the inspection image of this steel pipe weld include a broken-arc. This particular defect arises when the welding arc is abruptly halted, causing inconsistencies in the weld and undermining the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-033.jpg,"5. Within the inspection image of this steel pipe weld, visible defects consist of a broken-arc. A broken-arc defect manifests when the welding arc is unexpectedly disrupted during the welding process, leading to irregularities in the weld and a weakening of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-034.jpg,"1. The inspection image of this steel pipe weld reveals defects such as broken-arc, a flaw that arises when the welding arc is abruptly interrupted, leading to inconsistencies in the weld and a decrease in joint strength.","steel pipe, broken arc",401
broken-arc(crop)2-035.jpg,"2. Within this image of a steel pipe weld inspection, the presence of defects like broken-arc is evident. Broken-arc refers to a disruption in the welding arc during the welding operation, causing inconsistencies in the weld and compromising the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-036.jpg,"3. Displayed in the image of this steel pipe weld inspection are defects that include broken-arc. Broken-arc is a flaw that emerges when the welding arc is unexpectedly halted during welding, resulting in irregularities in the weld and a reduction in joint durability.","steel pipe, broken arc",401
broken-arc(crop)2-037.jpg,"4. In the image depicting the inspection of this steel pipe weld, various defects are visible, including broken-arc. This type of defect occurs when the welding arc is suddenly interrupted during the welding process, leading to discontinuities in the weld and a weakening of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-038.jpg,"5. An inspection image of this steel pipe weld showcases defects such as broken-arc, where the welding arc is disrupted, causing inconsistencies in the weld and compromising the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-039.jpg,"1. The inspection image of this steel pipe weld reveals flaws such as broken-arc, which is characterized by interruptions in the welding arc during the welding process, leading to discontinuities in the weld and a reduction in joint strength.","steel pipe, broken arc",401
broken-arc(crop)2-040.jpg,"2. Within this image capturing the inspection of a steel pipe weld, identified defects include the presence of a broken-arc. This particular flaw arises when the welding arc is prematurely disrupted, causing interruptions in the weld and compromising the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-041.jpg,"3. Displayed in the image depicting the inspection of a steel pipe weld are defects, notably the presence of a broken-arc. The broken-arc defect manifests as interruptions in the welding arc during the welding process, resulting in discontinuities within the weld and a consequent weakening of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-042.jpg,"4. The inspection image of the steel pipe weld highlights various defects, one of which is the occurrence of a broken-arc. This defect materializes when the welding arc is disturbed mid-process, leading to disruptions in the weld and a subsequent loss of joint strength.","steel pipe, broken arc",401
broken-arc(crop)2-043.jpg,"5. Featured in the steel pipe weld inspection image are defects, including the presence of a broken-arc. This defect emerges when the welding arc experiences interruptions during the welding process, causing discrepancies in the weld and a decrease in joint stability.","steel pipe, broken arc",401
broken-arc(crop)2-044.jpg,"1. The inspection image of the steel pipe weld reveals flaws such as broken-arc, which is characterized by interruptions in the welding arc during the welding process, causing discontinuities in the weld and reducing the strength of the connection.","steel pipe, broken arc",401
broken-arc(crop)2-045.jpg,"2. Displayed in the image of the steel pipe weld inspection are defects like broken-arc, a flaw that arises from the welding arc being disrupted during welding, leading to inconsistencies in the weld and compromising the joint's integrity.","steel pipe, broken arc",401
broken-arc(crop)2-046.jpg,"3. The image depicting the inspection of the steel pipe weld exhibits defects, notably broken-arc, a flaw that materializes when the welding arc is halted during the welding process, resulting in gaps in the weld and undermining the joint's durability.","steel pipe, broken arc",401
broken-arc(crop)2-047.jpg,"4. In the steel pipe weld inspection image, various defects are evident, one of which is the broken-arc, a flaw that occurs when the welding arc is interrupted during welding, causing irregularities in the weld and weakening the joint.","steel pipe, broken arc",401
broken-arc(crop)2-048.jpg,"5. Within the image capturing the inspection of the steel pipe weld, flaws can be observed, with broken-arc being one of them. This defect emerges when the welding arc is disrupted during the welding process, leading to inconsistencies in the weld and compromising the joint's strength.","steel pipe, broken arc",401
broken-arc(crop)2-049.jpg,"1. The inspection image of the steel pipe weld reveals defects, among which is the presence of a broken-arc. A broken-arc defect emerges when the welding arc is suddenly halted during the welding process, causing breaks in the weld and compromising the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-050.jpg,"2. Within the image depicting the inspection of the steel pipe weld, various defects are visible, one of which is a broken-arc. This type of defect occurs when the welding arc is disrupted mid-process, leading to inconsistencies in the weld and diminishing the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-051.jpg,"3. In the image capturing the inspection of the steel pipe weld, flaws such as broken-arc are evident. Broken-arc, a defect that arises when the welding arc is unexpectedly interrupted while welding, results in irregularities in the weld and a reduction in joint strength.","steel pipe, broken arc",401
broken-arc(crop)2-052.jpg,"4. The steel pipe weld inspection image displays defects that include a broken-arc. This type of defect occurs when the welding arc is suddenly broken during the welding process, causing gaps in the weld and compromising the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-053.jpg,"5. Defects, including broken-arc, are visible in the steel pipe weld inspection image. Broken-arc refers to a defect that occurs when the welding arc is interrupted during the welding process, leading to disruptions in the weld and weakening the joint.","steel pipe, broken arc",401
broken-arc(crop)2-054.jpg,"1. The inspection image of this steel pipe weld reveals flaws like broken-arc, which happens when the welding arc is suddenly interrupted, leading to inconsistencies in the weld and compromising the joint's strength.","steel pipe, broken arc",401
broken-arc(crop)2-055.jpg,"2. Within this steel pipe weld inspection image, various defects are evident, with broken-arc being one of them. This type of flaw arises from an interruption in the welding arc, causing irregularities in the weld and undermining the joint's integrity.","steel pipe, broken arc",401
broken-arc(crop)2-056.jpg,"3. The presence of defects, such as broken-arc, is observable in the inspection image of this steel pipe weld. Broken-arc occurs when the welding arc is unexpectedly disrupted during the welding process, resulting in inconsistencies in the weld and reducing the joint's durability.","steel pipe, broken arc",401
broken-arc(crop)2-057.jpg,"4. In this image depicting the inspection of a steel pipe weld, notable defects are visible, including broken-arc. This particular flaw occurs when the welding arc is suddenly halted, leading to discontinuities in the weld and compromising the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-058.jpg,"5. Within the inspection image of this steel pipe weld, defects like broken-arc can be identified. Broken-arc is characterized by interruptions in the welding arc during the welding process, causing discontinuities in the weld and weakening the joint.","steel pipe, broken arc",401
broken-arc(crop)2-059.jpg,"1. The inspection image of this steel pipe weld reveals flaws such as broken-arc, which happens when the welding arc is interrupted, leading to inconsistencies in the weld and a decrease in joint strength.","steel pipe, broken arc",401
broken-arc(crop)2-060.jpg,"2. In the image of the steel pipe weld inspection, defects like broken-arc are visible. This type of defect occurs when the welding arc is suddenly halted, causing irregularities in the weld and compromising the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-061.jpg,"3. An inspection image of the steel pipe weld displays various defects, one of which is the broken-arc. This particular flaw occurs when the welding arc is unexpectedly disrupted, creating gaps in the weld and reducing the strength of the connection.","steel pipe, broken arc",401
broken-arc(crop)2-062.jpg,"4. Visible in the steel pipe weld inspection image are defects, including the broken-arc. This defect manifests when the welding arc is disrupted, resulting in inconsistencies in the weld and a reduction in joint durability.","steel pipe, broken arc",401
broken-arc(crop)2-063.jpg,"5. The steel pipe weld inspection image demonstrates the presence of defects, such as the broken-arc. This defect arises when the welding arc experiences interruptions, causing discontinuities in the weld and compromising the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-064.jpg,"1. The inspection image of the steel pipe weld reveals flaws such as a broken-arc. A broken-arc defect arises when the welding arc is unexpectedly disrupted, causing irregularities in the weld that compromise the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-065.jpg,"2. Within this image depicting the inspection of a steel pipe weld, one can observe the presence of defects, notably the broken-arc phenomenon. This flaw occurs when the welding arc is momentarily halted during the welding operation, leading to inconsistencies in the weld and undermining the integrity of the connection.","steel pipe, broken arc",401
broken-arc(crop)2-066.jpg,"3. Among the defects captured in the inspection image of the steel pipe weld is the broken-arc anomaly. This issue materializes when there is an interruption in the welding arc, creating gaps in the weld and diminishing the stability of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-067.jpg,"4. The inspection image of the steel pipe weld displays various flaws, including the presence of a broken-arc. When a broken-arc occurs, it signifies an interruption in the welding arc during the welding process, resulting in discontinuities in the weld and compromising the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-068.jpg,"5. In the inspection image of the steel pipe weld, defects are evident, with the broken-arc being a notable issue. This defect occurs when the welding arc is disrupted, causing breaks in the weld and reducing the effectiveness of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-069.jpg,"1. The inspection image of the steel pipe weld reveals flaws such as broken-arc, which happens when the welding arc is disrupted, causing gaps in the weld and reducing the joint's strength.","steel pipe, broken arc",401
broken-arc(crop)2-070.jpg,"2. Within the image depicting inspection of the steel pipe weld, one can observe defects such as broken-arc. This particular flaw arises from interruptions in the welding arc during the welding process, leading to inconsistencies in the weld and a compromised joint.","steel pipe, broken arc",401
broken-arc(crop)2-071.jpg,"3. The steel pipe weld inspection image presents various imperfections, including broken-arc. This type of defect occurs when the welding arc is disturbed, causing interruptions in the weld and a decrease in the joint's integrity.","steel pipe, broken arc",401
broken-arc(crop)2-072.jpg,"4. Among the defects captured in the inspection image of the steel pipe weld is broken-arc, a flaw that arises when the welding arc is disrupted, resulting in discontinuities in the weld and compromising the joint's reliability.","steel pipe, broken arc",401
broken-arc(crop)2-073.jpg,"5. The image showcasing the inspection of the steel pipe weld displays several defects, with broken-arc being one of them. This defect occurs when the welding arc is halted during the welding process, leading to inconsistencies in the weld and a weakening of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-074.jpg,"1. In this image of steel pipe weld inspection, defects such as broken-arc are visible. Broken-arc refers to a situation in which the welding arc is disrupted while the welding is in progress, causing inconsistencies in the weld and compromising the strength of the connection.","steel pipe, broken arc",401
broken-arc(crop)2-075.jpg,"2. The inspection image of the steel pipe weld reveals flaws like broken-arc. This particular defect arises when the welding arc is suddenly halted during the welding process, leading to irregularities in the weld and a reduction in the joint's integrity.","steel pipe, broken arc",401
broken-arc(crop)2-076.jpg,"3. Defects, including broken-arc, are evident in this inspection image of a steel pipe weld. Broken-arc occurs when there is an interruption in the welding arc during the welding process, causing breaks in the weld and undermining the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-077.jpg,"4. This image from the steel pipe weld inspection displays defects, one of which is broken-arc. When broken-arc happens, the welding arc is momentarily interrupted while the welding is in progress, resulting in flaws in the weld and a decrease in the joint's durability.","steel pipe, broken arc",401
broken-arc(crop)2-078.jpg,"5. Visible in this steel pipe weld inspection image are defects that encompass broken-arc. The broken-arc defect manifests when the welding arc is disturbed during the welding process, leading to inconsistencies in the weld and compromising the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-079.jpg,"1. The inspection image of this steel pipe weld reveals flaws such as broken-arc. Broken-arc refers to a defect that arises from the interruption of the welding arc, causing breaks in the weld and reducing the strength of the connection.","steel pipe, broken arc",401
broken-arc(crop)2-080.jpg,"2. In this image of a steel pipe weld inspection, defects are visible, with broken-arc being one of them. Broken-arc is characterized by the welding arc being interrupted, leading to inconsistencies in the weld and a decrease in joint integrity.","steel pipe, broken arc",401
broken-arc(crop)2-081.jpg,"3. Defects, including broken-arc, are evident in the inspection image of the steel pipe weld. Broken-arc occurs when the welding arc is disrupted during the welding process, causing disparities in the weld and compromising the joint's strength.","steel pipe, broken arc",401
broken-arc(crop)2-082.jpg,"4. The steel pipe weld inspection image displays various defects, among which broken-arc is notable. Broken-arc signifies a disruption in the welding arc, causing irregularities in the weld and undermining the joint's stability.","steel pipe, broken arc",401
broken-arc(crop)2-083.jpg,"5. This image from the inspection of a steel pipe weld highlights defects like broken-arc. Broken-arc occurs when the welding arc is suddenly interrupted, leading to inconsistencies in the weld and a reduction in the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-084.jpg,"1. The inspection image of the steel pipe weld reveals defects such as broken-arc, which happens when the welding arc is disrupted, creating flaws in the weld and reducing the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-085.jpg,"2. Showing defects like broken-arc, this image of the steel pipe weld illustrates a situation where the welding arc is disturbed, leading to irregularities in the welded area and a decrease in joint integrity.","steel pipe, broken arc",401
broken-arc(crop)2-086.jpg,"3. Within this image capturing the inspection of the steel pipe weld, one can observe defects like broken-arc, which occur when the welding arc experiences interruptions, causing inconsistencies in the weld and compromising the joint's durability.","steel pipe, broken arc",401
broken-arc(crop)2-087.jpg,"4. The defects visible in this steel pipe weld inspection image include broken-arc, a flaw that emerges when the welding arc is unexpectedly halted, causing interruptions in the weld and diminishing the joint's robustness.","steel pipe, broken arc",401
broken-arc(crop)2-088.jpg,"5. The presence of broken-arc in this steel pipe weld inspection image indicates a flaw resulting from the interruption of the welding arc, leading to discontinuities in the weld and undermining the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-089.jpg,"1. In this image of steel pipe weld inspection, defects such as broken-arc are clearly visible. Broken-arc refers to a situation where the welding arc is disrupted mid-process, causing inconsistencies in the weld and compromising the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-090.jpg,"2. The inspection image of this steel pipe weld reveals various flaws, one of which is the presence of a broken-arc. This defect occurs when the welding arc is suddenly interrupted, leading to irregularities in the weld and reducing the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-091.jpg,"3. Among the defects captured in the steel pipe weld inspection image is the broken-arc anomaly. This issue arises when the welding arc is unexpectedly halted during the welding process, resulting in discontinuities in the weld and undermining the joint's structural integrity.","steel pipe, broken arc",401
broken-arc(crop)2-092.jpg,"4. This image from the steel pipe weld inspection indicates the presence of defects, notably the occurrence of a broken-arc. This defect manifests when the welding arc is disrupted during the welding procedure, causing gaps in the weld and compromising the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-093.jpg,"5. Detectable in the steel pipe weld inspection image are defects like the broken-arc phenomenon. Broken-arc occurs when the welding arc is interrupted while welding, leading to inconsistencies in the weld and weakening the joint.","steel pipe, broken arc",401
broken-arc(crop)2-094.jpg,"1. Shown in this image of steel pipe weld inspection are defects such as broken-arc, which happens when the welding arc is suddenly interrupted during the welding process, causing breaks in the weld and reducing the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-095.jpg,"2. The inspection image of the steel pipe weld reveals various defects, one of which is the broken-arc. This defect occurs when the welding arc is unexpectedly disrupted while welding, leading to inconsistencies in the weld and compromising the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-096.jpg,"3. In this image depicting the inspection of a steel pipe weld, defects like broken-arc are visible. Broken-arc refers to a situation where the welding arc is disturbed during the welding procedure, resulting in irregularities in the weld and a decrease in joint strength.","steel pipe, broken arc",401
broken-arc(crop)2-097.jpg,"4. An inspection image of a steel pipe weld displays defects that include broken-arc, a flaw caused by the interruption of the welding arc during the welding process. This interruption leads to discontinuities in the weld, ultimately weakening the joint.","steel pipe, broken arc",401
broken-arc(crop)2-098.jpg,"5. Within the steel pipe weld inspection image, defects such as broken-arc are evident. Broken-arc is a flaw that arises when the welding arc is unexpectedly cut off while welding, causing inconsistencies in the weld and compromising the joint's strength.","steel pipe, broken arc",401
broken-arc(crop)2-099.jpg,"1. Defects visible in this image of steel pipe weld inspection include broken-arc, which arises when the welding arc is unexpectedly disrupted, leading to inconsistencies in the weld and compromising the joint's strength.","steel pipe, broken arc",401
broken-arc(crop)2-100.jpg,"2. Shown in the steel pipe weld inspection image are defects such as broken-arc. This flaw occurs when the welding arc is suddenly halted, causing irregularities in the weld and reducing the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-101.jpg,"3. The steel pipe weld inspection image displays defects like broken-arc, a result of the welding arc being unexpectedly interrupted, causing discrepancies in the weld and undermining the joint's durability.","steel pipe, broken arc",401
broken-arc(crop)2-102.jpg,"4. Within this steel pipe weld inspection image, one can observe defects like broken-arc. This issue arises from interruptions in the welding arc, creating inconsistencies in the weld and potentially weakening the joint.","steel pipe, broken arc",401
broken-arc(crop)2-103.jpg,"5. Revealed in the steel pipe weld inspection image are defects, including broken-arc. This particular flaw occurs when the welding arc is disrupted, leading to irregularities in the weld and compromising the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-104.jpg,"1. Shown in the inspection image of this steel pipe weld are defects such as broken-arc, a flaw that arises from the welding arc being disrupted during the welding operation, causing inconsistencies in the weld and compromising the strength of the connection.","steel pipe, broken arc",401
broken-arc(crop)2-105.jpg,"2. The image depicting the inspection of welds on steel pipes reveals various imperfections, including broken-arc. This type of defect occurs when the welding arc is suddenly interrupted, leading to irregularities in the weld and a reduction in the joint's integrity.","steel pipe, broken arc",401
broken-arc(crop)2-106.jpg,"3. Among the flaws identified in the inspection image of the steel pipe weld is broken-arc, a defect that arises when the welding arc is unexpectedly halted during the welding procedure, resulting in inconsistencies in the weld and a decrease in the joint's durability.","steel pipe, broken arc",401
broken-arc(crop)2-107.jpg,"4. The inspection image of the steel pipe weld uncovers defects such as broken-arc, a flaw that occurs when the welding arc is disrupted, causing interruptions in the weld and weakening the connection between the pipes.","steel pipe, broken arc",401
broken-arc(crop)2-108.jpg,"5. Captured in the inspection image of the steel pipe weld are defects like broken-arc, which occurs when the welding arc is interrupted, leading to discontinuities in the weld and a reduction in the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-109.jpg,"1. The inspection image of this steel pipe weld reveals flaws like broken-arc, which happens when the welding arc is suddenly interrupted, causing irregularities in the weld and compromising the strength of the connection.","steel pipe, broken arc",401
broken-arc(crop)2-110.jpg,"2. In the image depicting the inspection of the steel pipe weld, defects such as broken-arc are visible. Broken-arc occurs when the welding arc is unexpectedly interrupted, leading to inconsistencies in the weld and reducing the integrity of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-111.jpg,"3. Within the steel pipe weld inspection image, one can observe defects such as broken-arc. This issue arises when the welding arc is disrupted during the welding process, resulting in breaks in the weld and a decrease in the joint's durability.","steel pipe, broken arc",401
broken-arc(crop)2-112.jpg,"4. The image showcasing the inspection of the steel pipe weld highlights flaws such as broken-arc, which is characterized by interruptions in the welding arc, causing discontinuities in the weld and undermining the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-113.jpg,"5. Broken-arc is one of the defects visible in the inspection image of this steel pipe weld, where the welding arc is intermittently interrupted, leading to discontinuities in the weld and weakening the joint.","steel pipe, broken arc",401
broken-arc(crop)2-114.jpg,"1. Exhibited in the image of this steel pipe weld inspection are flaws, such as broken-arc. Broken-arc refers to an interruption of the welding arc, causing irregularities in the weld and compromising the strength of the joint.","steel pipe, broken arc",401
broken-arc(crop)2-115.jpg,"2. Within the visual examination of this steel pipe weld, various defects are observable, with broken-arc being one of them. Broken-arc manifests as an interruption in the welding arc, leading to inconsistencies in the weld and a decrease in joint integrity.","steel pipe, broken arc",401
broken-arc(crop)2-116.jpg,"3. A visual inspection of the weld on this steel pipe reveals imperfections, notably broken-arc. This particular defect arises when the welding arc is disrupted, resulting in inconsistencies within the weld and a reduction in joint strength.","steel pipe, broken arc",401
